Productos,Pais,Ciudades,Precios,,,,,,,,,,,,,,,,,,,,,,,,Valor Promedio,Valor Maximo,Valor Minimo
Crema hidratante,Chile,Quillota,28000,28050,28100,28150,28200,28250,28300,28350,28400,28450,28500,28550,28600,28650,28700,28750,28800,28850,28900,28950,29000,29050,29100,28400,29543.75,30100,29000
Champu,Chile,Linares,29000,29050,29100,29150,29200,29250,29300,29350,29400,29450,29500,29550,29600,29650,29700,29750,29800,29850,29900,29950,30000,30050,30100,29400,30543.75,31100,30000
Acondicionador,Chile,Melipilla,30000,30050,30100,30150,30200,30250,30300,30350,30400,30450,30500,30550,30600,30650,30700,30750,30800,30850,30900,30950,31000,31050,31100,30400,31543.75,32100,31000
Gel de ducha,Chile,Buin,31000,31050,31100,31150,31200,31250,31300,31350,31400,31450,31500,31550,31600,31650,31700,31750,31800,31850,31900,31950,32000,32050,32100,31400,32543.75,33100,32000
Maquillaje,Chile,Castro,32000,32050,32100,32150,32200,32250,32300,32350,32400,32450,32500,32550,32600,32650,32700,32750,32800,32850,32900,32950,33000,33050,33100,32400,33543.75,34100,33000
Brochas de maquillaje,Chile,Lo Prado,33000,33050,33100,33150,33200,33250,33300,33350,33400,33450,33500,33550,33600,33650,33700,33750,33800,33850,33900,33950,34000,34050,34100,33400,34543.75,35100,34000
Labial,Chile,Pudahuel,34000,34050,34100,34150,34200,34250,34300,34350,34400,34450,34500,34550,34600,34650,34700,34750,34800,34850,34900,34950,35000,35050,35100,34400,35543.75,36100,35000
Sombra de ojos,Chile,San Felipe,35000,35050,35100,35150,35200,35250,35300,35350,35400,35450,35500,35550,35600,35650,35700,35750,35800,35850,35900,35950,36000,36050,36100,35400,36543.75,37100,36000
Lapiz de ojos,Chile,Los Andes,36000,36050,36100,36150,36200,36250,36300,36350,36400,36450,36500,36550,36600,36650,36700,36750,36800,36850,36900,36950,37000,37050,37100,36400,37543.75,38100,37000
Base de maquillaje,Chile,La Calera,37000,37050,37100,37150,37200,37250,37300,37350,37400,37450,37500,37550,37600,37650,37700,37750,37800,37850,37900,37950,38000,38050,38100,37400,38543.75,39100,38000
Corrector,Chile,Penaflor,38000,38050,38100,38150,38200,38250,38300,38350,38400,38450,38500,38550,38600,38650,38700,38750,38800,38850,38900,38950,39000,39050,39100,38400,39543.75,40100,39000
Esmalte de unas,Chile,San Fernando,39000,39050,39100,39150,39200,39250,39300,39350,39400,39450,39500,39550,39600,39650,39700,39750,39800,39850,39900,39950,40000,40050,40100,39400,38543.75,40500,36550
Limpiador facial,Chile,Padre Hurtado,40000,40050,40100,40150,40200,40250,40300,40350,40400,40450,40500,36550,36600,36650,36700,36750,36800,36850,36900,36950,37000,37050,37100,40400,16543.75,17100,16000
Crema facial,Chile,La Granja,16000,16050,16100,16150,16200,16250,16300,16350,16400,16450,16500,16550,16600,16650,16700,16750,16800,16850,16900,16950,17000,17050,17100,16400,17543.75,18100,17000
Crema antiarrugas,Chile,La Florida,17000,17050,17100,17150,17200,17250,17300,17350,17400,17450,17500,17550,17600,17650,17700,17750,17800,17850,17900,17950,18000,18050,18100,17400,18543.75,19100,18000
Protector solar,Chile,La Cisterna,18000,18050,18100,18150,18200,18250,18300,18350,18400,18450,18500,18550,18600,18650,18700,18750,18800,18850,18900,18950,19000,19050,19100,18400,19543.75,20100,19000
Exfoliante corporal,Chile,Puente Alto,19000,19050,19100,19150,19200,19250,19300,19350,19400,19450,19500,19550,19600,19650,19700,19750,19800,19850,19900,19950,20000,20050,20100,19400,20543.75,21100,20000
Locion corporal,Chile,Maip£,20000,20050,20100,20150,20200,20250,20300,20350,20400,20450,20500,20550,20600,20650,20700,20750,20800,20850,20900,20950,21000,21050,21100,20400,21543.75,22100,21000
Aceite corporal,Chile,Nunoa,21000,21050,21100,21150,21200,21250,21300,21350,21400,21450,21500,21550,21600,21650,21700,21750,21800,21850,21900,21950,22000,22050,22100,21400,22543.75,23100,22000
Desodorante,Chile,Las Condes,22000,22050,22100,22150,22200,22250,22300,22350,22400,22450,22500,22550,22600,22650,22700,22750,22800,22850,22900,22950,23000,23050,23100,22400,23543.75,24100,23000
Cepillo de dientes,Chile,Vitacura,23000,23050,23100,23150,23200,23250,23300,23350,23400,23450,23500,23550,23600,23650,23700,23750,23800,23850,23900,23950,24000,24050,24100,23400,24543.75,25100,24000
Pasta de dientes,Chile,Lo Barnechea,24000,24050,24100,24150,24200,24250,24300,24350,24400,24450,24500,24550,24600,24650,24700,24750,24800,24850,24900,24950,25000,25050,25100,24400,25543.75,26100,25000
Enjuague bucal,Chile,Huechuraba,25000,25050,25100,25150,25200,25250,25300,25350,25400,25450,25500,25550,25600,25650,25700,25750,25800,25850,25900,25950,26000,26050,26100,25400,26543.75,27100,26000
Hilo dental,Chile,Providencia,26000,26050,26100,26150,26200,26250,26300,26350,26400,26450,26500,26550,26600,26650,26700,26750,26800,26850,26900,26950,27000,27050,27100,26400,27543.75,28100,27000
Cepillo de pelo,Chile,Recoleta,27000,27050,27100,27150,27200,27250,27300,27350,27400,27450,27500,27550,27600,27650,27700,27750,27800,27850,27900,27950,28000,28050,28100,27400,28543.75,29100,28000
Peine,Chile,Independencia,28000,28050,28100,28150,28200,28250,28300,28350,28400,28450,28500,28550,28600,28650,28700,28750,28800,28850,28900,28950,29000,29050,29100,28400,29543.75,30100,29000
Secador de pelo,Chile,Conchali,29000,29050,29100,29150,29200,29250,29300,29350,29400,29450,29500,29550,29600,29650,29700,29750,29800,29850,29900,29950,30000,30050,30100,29400,30543.75,31100,30000
Plancha de pelo,Chile,Renca,30000,30050,30100,30150,30200,30250,30300,30350,30400,30450,30500,30550,30600,30650,30700,30750,30800,30850,30900,30950,31000,31050,31100,30400,31543.75,32100,31000
Rizador de pelo,Chile,Quilicura,31000,31050,31100,31150,31200,31250,31300,31350,31400,31450,31500,31550,31600,31650,31700,31750,31800,31850,31900,31950,32000,32050,32100,31400,32543.75,33100,32000
Tijeras de peluqueria,Chile,Macul,32000,32050,32100,32150,32200,32250,32300,32350,32400,32450,32500,32550,32600,32650,32700,32750,32800,32850,32900,32950,33000,33050,33100,32400,25543.75,26100,25000
Maquina de afeitar,Chile,San Miguel,25000,25050,25100,25150,25200,25250,25300,25350,25400,25450,25500,25550,25600,25650,25700,25750,25800,25850,25900,25950,26000,26050,26100,25400,26543.75,27100,26000
Crema de afeitar,Chile,La Reina,26000,26050,26100,26150,26200,26250,26300,26350,26400,26450,26500,26550,26600,26650,26700,26750,26800,26850,26900,26950,27000,27050,27100,26400,27543.75,28100,27000
After shave,Chile,Penalolen,27000,27050,27100,27150,27200,27250,27300,27350,27400,27450,27500,27550,27600,27650,27700,27750,27800,27850,27900,27950,28000,28050,28100,27400,28543.75,29100,28000
Maquinilla de afeitar,Chile,La Florida,28000,28050,28100,28150,28200,28250,28300,28350,28400,28450,28500,28550,28600,28650,28700,28750,28800,28850,28900,28950,29000,29050,29100,28400,29543.75,30100,29000
Gel de afeitar,Chile,El Bosque,29000,29050,29100,29150,29200,29250,29300,29350,29400,29450,29500,29550,29600,29650,29700,29750,29800,29850,29900,29950,30000,30050,30100,29400,30543.75,31100,30000
Balsamo labial,Chile,La Pintana,30000,30050,30100,30150,30200,30250,30300,30350,30400,30450,30500,30550,30600,30650,30700,30750,30800,30850,30900,30950,31000,31050,31100,30400,31543.75,32100,31000
Panuelos de papel,Chile,San Ramon,31000,31050,31100,31150,31200,31250,31300,31350,31400,31450,31500,31550,31600,31650,31700,31750,31800,31850,31900,31950,32000,32050,32100,31400,32543.75,33100,32000
Toallitas desmaquillantes,Chile,Lo Espejo,32000,32050,32100,32150,32200,32250,32300,32350,32400,32450,32500,32550,32600,32650,32700,32750,32800,32850,32900,32950,33000,33050,33100,32400,33543.75,34100,33000
Toallitas humedas,Chile,Pedro Aguirre Cerda,33000,33050,33100,33150,33200,33250,33300,33350,33400,33450,33500,33550,33600,33650,33700,33750,33800,33850,33900,33950,34000,34050,34100,33400,34543.75,35100,34000
Papel higienico,Chile,Lo Prado,34000,34050,34100,34150,34200,34250,34300,34350,34400,34450,34500,34550,34600,34650,34700,34750,34800,34850,34900,34950,35000,35050,35100,34400,35543.75,36100,35000
Toalla de bano,Chile,Cerro Navia,35000,35050,35100,35150,35200,35250,35300,35350,35400,35450,35500,35550,35600,35650,35700,35750,35800,35850,35900,35950,36000,36050,36100,35400,36543.75,37100,36000
Toalla de playa,Chile,Quinta Normal,36000,36050,36100,36150,36200,36250,36300,36350,36400,36450,36500,36550,36600,36650,36700,36750,36800,36850,36900,36950,37000,37050,37100,36400,37543.75,38100,37000
Sabanas,Chile,Pudahuel,37000,37050,37100,37150,37200,37250,37300,37350,37400,37450,37500,37550,37600,37650,37700,37750,37800,37850,37900,37950,38000,38050,38100,37400,38543.75,39100,38000
Funda de almohada,Chile,Huechuraba,38000,38050,38100,38150,38200,38250,38300,38350,38400,38450,38500,38550,38600,38650,38700,38750,38800,38850,38900,38950,39000,39050,39100,38400,39543.75,40100,39000
Edredon,Chile,Renca,39000,39050,39100,39150,39200,39250,39300,39350,39400,39450,39500,39550,39600,39650,39700,39750,39800,39850,39900,39950,40000,40050,40100,39400,38543.75,40500,36550
Almohada,Chile,Conchal¡,40000,40050,40100,40150,40200,40250,40300,40350,40400,40450,40500,36550,36600,36650,36700,36750,36800,36850,36900,36950,37000,37050,37100,40400,16543.75,17100,16000
Colchon,Chile,Independencia,16000,16050,16100,16150,16200,16250,16300,16350,16400,16450,16500,16550,16600,16650,16700,16750,16800,16850,16900,16950,17000,17050,17100,16400,17543.75,18100,17000
Mantel,Chile,Recoleta,17000,17050,17100,17150,17200,17250,17300,17350,17400,17450,17500,17550,17600,17650,17700,17750,17800,17850,17900,17950,18000,18050,18100,17400,18543.75,19100,18000
Servilletas,Chile,Santiago Centro,18000,18050,18100,18150,18200,18250,18300,18350,18400,18450,18500,18550,18600,18650,18700,18750,18800,18850,18900,18950,19000,19050,19100,18400,19543.75,20100,19000
Vajilla,Chile,Providencia,19000,19050,19100,19150,19200,19250,19300,19350,19400,19450,19500,19550,19600,19650,19700,19750,19800,19850,19900,19950,20000,20050,20100,19400,20543.75,21100,20000
Cubiertos,Chile,Nunoa,20000,20050,20100,20150,20200,20250,20300,20350,20400,20450,20500,20550,20600,20650,20700,20750,20800,20850,20900,20950,21000,21050,21100,20400,32543.75,33100,32000
Vasos,Chile,Macul,32000,32050,32100,32150,32200,32250,32300,32350,32400,32450,32500,32550,32600,32650,32700,32750,32800,32850,32900,32950,33000,33050,33100,32400,33543.75,34100,33000
Copas,Chile,San Joaquin,33000,33050,33100,33150,33200,33250,33300,33350,33400,33450,33500,33550,33600,33650,33700,33750,33800,33850,33900,33950,34000,34050,34100,33400,34543.75,35100,34000
Tazas,Chile,La Granja,34000,34050,34100,34150,34200,34250,34300,34350,34400,34450,34500,34550,34600,34650,34700,34750,34800,34850,34900,34950,35000,35050,35100,34400,35543.75,36100,35000
Ollas,Chile,La Florida,35000,35050,35100,35150,35200,35250,35300,35350,35400,35450,35500,35550,35600,35650,35700,35750,35800,35850,35900,35950,36000,36050,36100,35400,36543.75,37100,36000
Sartenes,Chile,La Pintana,36000,36050,36100,36150,36200,36250,36300,36350,36400,36450,36500,36550,36600,36650,36700,36750,36800,36850,36900,36950,37000,37050,37100,36400,37543.75,38100,37000
Cuchillos,Chile,Puente Alto,37000,37050,37100,37150,37200,37250,37300,37350,37400,37450,37500,37550,37600,37650,37700,37750,37800,37850,37900,37950,38000,38050,38100,37400,38543.75,39100,38000
Tabla de cortar,Chile,San Bernardo,38000,38050,38100,38150,38200,38250,38300,38350,38400,38450,38500,38550,38600,38650,38700,38750,38800,38850,38900,38950,39000,39050,39100,38400,39543.75,40100,39000
Batidora,Chile,Calera de Tango,39000,39050,39100,39150,39200,39250,39300,39350,39400,39450,39500,39550,39600,39650,39700,39750,39800,39850,39900,39950,40000,40050,40100,39400,38543.75,40500,36550
Licuadora,Chile,Buin,40000,40050,40100,40150,40200,40250,40300,40350,40400,40450,40500,36550,36600,36650,36700,36750,36800,36850,36900,36950,37000,37050,37100,40400,16543.75,17100,16000
Cafetera,Chile,Paine,16000,16050,16100,16150,16200,16250,16300,16350,16400,16450,16500,16550,16600,16650,16700,16750,16800,16850,16900,16950,17000,17050,17100,16400,17543.75,18100,17000
Tostadora,Chile,Talagante,17000,17050,17100,17150,17200,17250,17300,17350,17400,17450,17500,17550,17600,17650,17700,17750,17800,17850,17900,17950,18000,18050,18100,17400,18543.75,19100,18000
Horno,Chile,Penaflor,18000,18050,18100,18150,18200,18250,18300,18350,18400,18450,18500,18550,18600,18650,18700,18750,18800,18850,18900,18950,19000,19050,19100,18400,19543.75,20100,19000
Microondas,Chile,Curacav¡,19000,19050,19100,19150,19200,19250,19300,19350,19400,19450,19500,19550,19600,19650,19700,19750,19800,19850,19900,19950,20000,20050,20100,19400,20543.75,21100,20000
Nevera,Chile,Melipilla,20000,20050,20100,20150,20200,20250,20300,20350,20400,20450,20500,20550,20600,20650,20700,20750,20800,20850,20900,20950,21000,21050,21100,20400,21543.75,22100,21000
Congelador,Chile,Algarrobo,21000,21050,21100,21150,21200,21250,21300,21350,21400,21450,21500,21550,21600,21650,21700,21750,21800,21850,21900,21950,22000,22050,22100,21400,22543.75,23100,22000
Lavadora,Chile,El Quisco,22000,22050,22100,22150,22200,22250,22300,22350,22400,22450,22500,22550,22600,22650,22700,22750,22800,22850,22900,22950,23000,23050,23100,22400,23543.75,24100,23000
Secadora,Chile,El Tabo,23000,23050,23100,23150,23200,23250,23300,23350,23400,23450,23500,23550,23600,23650,23700,23750,23800,23850,23900,23950,24000,24050,24100,23400,24543.75,25100,24000
Plancha,Chile,Cartagena,24000,24050,24100,24150,24200,24250,24300,24350,24400,24450,24500,24550,24600,24650,24700,24750,24800,24850,24900,24950,25000,25050,25100,24400,25543.75,26100,25000
Aspiradora,Chile,San Antonio,25000,25050,25100,25150,25200,25250,25300,25350,25400,25450,25500,25550,25600,25650,25700,25750,25800,25850,25900,25950,26000,26050,26100,25400,26543.75,27100,26000
Escoba,Chile,Santo Domingo,26000,26050,26100,26150,26200,26250,26300,26350,26400,26450,26500,26550,26600,26650,26700,26750,26800,26850,26900,26950,27000,27050,27100,26400,27543.75,28100,27000
Audifonos,Chile,Santiago,27000,27050,27100,27150,27200,27250,27300,27350,27400,27450,27500,27550,27600,27650,27700,27750,27800,27850,27900,27950,28000,28050,28100,27400,,,
